App_MyTT,ARPU_Nov24,ARPU_Dec24,ARPU_Jan25,Min_TT_Nov24,Min_TT_Dec24,Min_TT_Jan25,Min_HorsTT_Nov24,Min_HorsTT_Dec24,Min_HorsTT_Jan25,Min_TT_ServiceClient_Nov24,Min_TT_ServiceClient_Dec24,Min_TT_ServiceClient_Jan25,Nbr_Recharges_Nov24,Nbr_Recharges_Dec24,Nbr_Recharges_Jan25,Volume_Data_Nov24,Volume_Data_Dec24,Volume_Data_Jan25,Ancienneté_Abonné,Résiliation
0,484.108,45.5,0.0,286.1175,24.28,0.0,162.16,3.48,0.0,0.0,0.0,0.0,6,2,2,0.0,0.0,0.0,860,0
1,295.426,279.228,313.238,34.53,51.63,51.48,85.59,62.33,54.14,0.0,0.0,0.0,5,5,2,671.24,235.82,842.66,1303,0
0,150.623,0.0,0.0,50.78,0.0,0.0,41.23,0.0,0.0,0.0,0.0,0.0,5,3,1,0.0,0.0,0.0,334,1
1,332.377,295.945,465.55,286.1175,268.64,262.38,160.46,167.06,269.76,0.0,0.0,0.0,16,14,18,0.0,0.0,0.0,308,0
0,69.677,88.767,104.621,12.61,5.89,3.48,23.54,14.49,18.69,1.65,0.0,0.0,6,6,4,0.0,0.0,0.0,478,0
1,795.01625,468.858,28.972,59.71,17.93,0.0,527.515,181.34,0.83,13.81,0.0,0.0,19,5,1,0.0,0.0,0.0,214,1
1,552.174,475.485,332.876,139.44,80.81,89.53,327.69,286.01,265.89,0.0,0.0,4.89,19,14,13,1046.03,315.6,1298.69,2132,0
0,143.53,27.633,314.013,17.81,0.6,28.58,103.28,4.84,209.41,0.0,0.0,5.76,5,2,14,1.94,0.0,71.09,202,0
0,195.627,179.8,167.449,33.99,49.59,45.41,86.39,100.71,130.54,0.0,0.0,0.0,4,5,5,0.0,0.0,0.0,2946,0
0,237.732,0.0,0.0,45.01,0.0,0.0,527.515,0.0,0.0,0.0,0.0,0.0,4,1,1,0.0,0.0,0.0,215,1
0,-17.912,259.452,215.959,0.0,10.23,0.28,0.0,18.41,5.41,0.0,0.0,5.06,3,5,3,0.0,1763.24,994.56,3651,0
1,44.999,250.691,799.2919999999999,0.0,14.63,20.98,42.01,452.79,504.935,0.0,7.74,0.0,3,16,18,0.0,0.0,1543.02,188,0
0,77.297,93.341,119.861,24.79,58.26,23.96,23.88,10.43,67.78,0.0,0.0,2.18,7,9,12,0.0,0.0,0.0,936,0
1,510.09,347.142,571.119,286.1175,272.965,262.38,215.24,175.74,279.28,0.0,7.83,0.0,8,11,7,0.0,0.0,0.0,917,0
1,378.888,317.114,638.592,56.99,76.09,148.06,318.49,238.68,281.39,0.0,0.0,0.0,8,3,8,0.0,0.0,0.0,219,0
1,271.113,272.222,204.021,19.79,8.34,4.88,75.44,16.49,69.39,0.0,0.0,0.0,19,19,18,906.09,573.12,588.2,927,0
1,364.188,272.618,371.287,61.13,22.33,62.31,147.54,108.71,139.81,0.0,1.71,0.0,19,19,18,0.0,0.0,0.0,261,0
1,273.675,220.441,264.137,11.36,9.64,9.66,297.78,258.63,251.03,0.0,0.0,0.0,7,6,7,0.0,0.0,0.0,2256,0
1,636.2,193.47,125.21,125.08,38.89,36.34,385.18,157.81,86.48,4.26,0.0,0.0,5,2,0,0.0,0.0,0.0,2120,0
0,292.296,2.39,0.99,54.88,0.0,0.45,158.38,3.99,1.2,0.0,0.0,0.0,12,3,0,0.0,0.0,0.0,1066,0
1,17.25,355.233,249.899,11.04,268.69,163.11,10.31,74.31,69.89,0.0,2.53,3.79,2,19,16,0.0,0.0,0.0,1028,0
0,183.188,164.92,17.49,26.46,0.0,0.0,37.54,73.16,16.73,0.0,0.0,0.0,6,1,3,68.43,0.0,271.93,1397,0
1,242.056,160.568,175.725,19.33,0.25,0.56,54.58,24.76,32.79,3.13,0.0,0.0,10,8,11,337.0,320.4,191.58,194,0
0,59.581,45.253,157.751,6.21,7.39,2.01,63.21,28.19,110.09,0.0,3.36,5.06,2,3,4,0.0,0.0,0.0,2509,0
0,230.553,91.009,90.11,0.0,0.0,0.0,173.13,47.79,43.76,0.0,0.0,0.0,3,6,3,0.0,0.0,0.0,782,0
0,95.4,131.6,25.699,9.94,12.46,1.83,39.36,36.29,4.83,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,2009,0
1,169.588,191.223,305.197,17.73,10.54,20.84,119.93,243.56,424.73,0.0,0.0,0.0,1,6,7,0.0,0.0,0.0,586,0
1,405.329,637.266,799.2919999999999,12.08,51.34,88.23,273.04,513.1300000000001,504.935,0.0,0.48,0.25,8,8,18,0.0,0.0,0.0,304,0
1,680.812,751.774,627.437,141.98,163.58,129.21,504.83,490.78,465.46,61.58,3.68,12.31,9,9,7,341.25,296.65,0.0,1526,0
0,193.941,25.801,0.0,36.94,2.88,0.0,144.34,35.19,0.0,0.0,0.0,0.0,17,4,2,0.0,0.0,0.0,889,0
0,148.11,117.659,303.664,115.11,21.23,155.49,94.61,166.13,282.26,0.0,0.0,0.0,3,4,4,0.0,0.0,0.0,416,0
1,321.542,451.664,326.25,144.66,228.29,213.18,278.46,360.28,221.21,0.0,0.0,0.0,5,5,5,0.0,0.0,0.0,1438,0
0,330.05,134.296,84.605,286.1175,126.69,63.84,26.61,32.88,7.69,0.0,0.0,0.0,6,4,2,0.0,0.0,0.0,253,0
0,246.772,2.75,173.769,286.1175,1.01,160.28,40.91,0.0,34.76,0.0,0.0,0.0,13,1,13,0.0,0.0,0.0,2483,0
0,130.449,151.684,137.698,0.0,0.0,3.33,0.0,0.0,4.24,0.0,0.0,0.0,3,4,3,1053.78,1020.51,1216.22,985,0
1,88.656,608.845,539.942,4.89,248.03,261.41,61.71,513.1300000000001,504.935,5.71,156.39,73.44,6,19,18,0.0,0.0,0.0,534,0
0,0.41,66.066,84.5,0.45,62.18,43.98,0.0,79.18,39.94,0.0,0.16,0.0,1,4,4,0.0,0.0,0.0,408,0
0,129.089,6.99,0.0,27.41,0.0,0.0,49.53,0.0,0.0,0.0,0.0,0.0,5,2,2,0.0,0.0,0.0,296,0
1,475.271,214.051,271.994,3.38,3.63,8.71,404.53,83.86,133.46,0.0,0.0,0.0,8,6,3,0.0,0.0,0.0,1297,0
1,279.851,136.822,279.736,48.63,49.28,81.71,283.41,148.96,283.76,1.48,0.0,0.0,7,3,6,0.0,0.0,0.0,3163,0
0,41.046,104.964,46.395,9.26,5.94,5.96,20.83,46.39,40.93,0.0,0.0,1.56,3,4,3,0.0,0.0,0.0,2348,0
0,308.74,186.292,25.25,110.73,47.61,0.68,379.06,262.73,4.48,0.0,0.0,0.0,7,10,6,0.0,0.0,0.0,736,0
0,236.444,174.472,160.803,14.93,6.23,7.86,27.38,21.43,42.73,0.0,0.0,0.0,4,9,7,992.53,76.87,88.06,1066,0
0,246.5,35.0,0.0,8.23,0.0,0.0,36.06,0.0,0.03,0.0,0.0,0.0,2,3,3,0.0,0.0,0.0,407,0
0,181.748,24.722,0.0,1.96,0.0,0.0,193.08,51.86,0.0,0.0,0.0,0.0,7,5,2,0.0,0.0,0.0,305,1
1,255.673,262.073,334.387,108.66,105.26,111.26,199.59,206.63,223.03,3.15,0.0,0.0,5,5,3,0.0,0.0,0.0,3416,0
0,2.5,0.0,238.319,0.53,0.0,262.38,0.0,0.0,14.96,0.0,0.0,0.0,1,3,7,0.0,0.0,0.0,1204,0
1,642.888,155.384,32.306,65.79,86.36,24.01,92.88,166.89,30.51,0.0,0.0,0.0,6,3,1,195.37,0.0,0.0,2903,0
0,84.86,110.659,60.056,17.49,16.69,23.91,100.36,79.03,67.68,0.0,6.91,0.5,10,9,8,0.0,0.0,0.0,2276,0
0,0.0,87.118,52.353,0.0,0.33,0.55,3.81,9.84,2.54,0.11,0.0,2.18,2,8,6,0.0,480.22,0.0,303,0
0,194.65,181.462,41.01,64.91,131.54,29.74,4.19,12.86,8.79,0.0,0.0,0.0,5,6,1,0.0,0.0,0.0,791,0
1,482.286,554.455,483.042,286.1175,272.965,262.38,161.93,62.49,85.98,0.0,0.0,0.0,10,6,9,0.0,0.0,11.62,201,0
0,233.809,90.325,128.837,39.38,6.51,2.34,195.48,71.28,84.06,0.0,4.54,0.81,17,8,8,0.0,84.23,0.0,357,0
1,204.042,790.6380000000001,799.2919999999999,25.68,272.965,262.38,283.58,513.1300000000001,504.935,1.65,0.0,0.0,16,19,18,0.0,0.0,0.0,1439,0
0,0.0,0.0,152.853,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.05,3,2,5,0.0,0.0,582.13,521,0
0,60.661,104.494,204.696,4.41,4.68,2.24,3.39,12.56,8.09,0.0,0.0,0.0,6,7,8,0.0,215.62,937.74,319,0
1,795.01625,790.6380000000001,799.2919999999999,286.1175,272.965,262.38,527.515,513.1300000000001,504.935,0.0,0.0,0.0,9,12,5,0.0,0.0,0.0,203,0
0,211.94,153.214,193.69,55.26,65.68,61.64,124.53,143.66,112.63,0.0,24.31,0.0,0,2,1,0.0,0.0,0.0,3072,0
0,16.24,-5.0,151.008,0.0,0.0,0.0,38.89,0.0,2.13,0.0,0.0,2.13,0,2,4,0.0,0.0,131.26,878,0
1,456.442,239.048,205.982,151.56,115.04,124.88,254.39,159.58,111.13,0.0,0.0,0.0,5,6,3,0.0,0.0,0.0,3058,0
1,245.407,186.325,254.407,10.93,16.49,46.38,17.58,19.56,68.11,0.0,0.0,0.0,8,5,8,686.06,648.02,776.91,2097,0
0,173.5,87.785,44.533,0.98,0.83,0.0,45.88,6.61,4.9,0.33,0.0,0.0,14,7,5,374.81,140.89,260.81,2218,0
0,41.531,114.447,140.681,17.46,22.78,52.61,35.78,75.71,116.78,0.0,0.71,0.0,1,3,4,0.0,0.05,0.0,2734,0
0,74.904,98.73,79.306,26.56,19.76,11.39,44.69,66.98,61.19,1.36,0.15,0.0,6,8,8,0.0,0.0,0.0,845,0
1,470.779,502.851,564.979,59.78,97.53,87.11,527.515,513.1300000000001,504.935,0.0,0.0,0.93,5,5,1,0.0,0.0,0.0,2421,0
1,795.01625,250.692,254.95,0.68,49.46,118.26,66.43,116.76,150.48,0.0,0.0,0.0,5,6,2,0.0,0.0,0.0,201,0
1,303.783,203.347,198.528,27.81,59.39,70.14,46.81,80.91,116.63,0.0,0.0,0.25,4,6,6,296.16,0.0,0.0,1402,0
0,78.929,55.666,12.483,6.58,0.0,5.01,20.94,2.18,8.03,0.0,0.0,0.0,3,2,2,0.0,0.0,0.0,1424,0
0,71.203,42.251,16.379,0.0,3.49,0.0,64.41,15.68,1.48,0.0,0.0,0.0,5,5,4,113.52,63.2,0.0,635,0
0,185.129,67.178,71.869,66.79,80.43,71.19,6.24,0.0,13.59,1.91,0.0,0.0,5,2,4,0.0,0.0,0.0,319,0
1,336.855,260.448,393.838,4.34,1.83,14.76,219.21,147.09,288.63,0.0,0.0,0.0,5,4,5,199.51,233.22,159.9,515,0
0,454.384,58.264,0.0,41.21,9.13,0.48,527.515,46.04,3.7,0.0,0.0,0.0,19,2,0,53.8,5.54,0.0,791,0
0,15.81,268.365,25.991,0.0,29.89,1.26,16.48,208.11,21.99,0.0,0.0,0.0,0,12,2,0.0,0.0,0.0,1224,0
1,494.684,416.124,9.9,29.46,33.33,0.66,527.515,513.1300000000001,18.55,0.0,0.66,0.0,10,6,3,0.0,0.0,0.0,1259,0
1,162.416,192.467,277.74,23.99,6.04,9.38,109.36,150.98,205.36,0.0,0.0,0.0,7,9,10,0.0,0.0,0.0,2070,0
0,82.792,48.96,118.257,0.0,1.86,7.19,0.0,0.7,23.48,0.0,0.0,0.0,3,7,7,105.86,272.18,424.16,881,0
1,345.661,460.405,398.285,135.94,248.31,176.71,169.64,328.88,236.21,0.0,0.0,0.0,19,19,18,0.0,0.0,0.0,277,0
0,77.943,179.087,6.85,23.79,190.44,1.78,9.53,84.96,1.91,0.0,0.0,0.0,4,7,4,0.0,0.0,0.0,1020,0
1,387.671,663.196,627.832,280.08,141.88,178.49,335.11,513.1300000000001,504.935,1.83,3.28,0.2,9,8,10,0.0,0.0,0.0,310,0
0,123.15,83.058,123.3,127.26,69.66,93.24,41.38,30.54,30.39,0.0,0.0,0.0,3,3,3,0.0,0.0,0.0,889,0
0,77.546,171.464,152.426,0.38,0.0,0.0,94.53,226.36,159.29,0.0,0.0,0.0,2,6,2,0.0,0.0,0.0,1137,0
1,538.609,280.801,325.885,286.1175,138.44,231.26,491.96,325.13,242.13,0.0,0.0,3.3,19,12,13,0.01,0.0,0.0,1311,0
0,18.081,158.197,88.609,6.36,98.14,70.74,11.23,203.16,84.23,0.0,0.0,0.0,2,5,8,0.0,0.0,0.0,496,0
0,105.025,130.65,81.556,29.46,30.26,23.09,46.24,66.91,24.63,0.0,0.0,0.0,4,5,2,0.0,0.0,0.0,1960,0
1,178.29,268.893,160.646,33.03,138.43,60.03,81.48,61.18,123.74,4.56,0.48,0.18,3,4,3,0.0,333.66,0.0,2565,0
1,721.155,704.566,786.701,2.03,1.05,56.21,23.05,8.86,82.29,23.05,0.0,0.0,10,7,3,2577.92,2461.07,2378.52,1029,0
0,49.086,93.715,62.326,6.28,0.0,0.85,49.04,56.48,68.04,0.0,0.0,0.0,3,5,4,0.0,0.0,0.0,2250,0
0,131.131,207.548,216.144,8.74,6.39,1.14,8.83,3.76,3.86,0.0,0.0,0.0,9,17,12,489.3,1013.91,1414.96,1067,0
1,795.01625,738.813,301.249,143.74,272.965,75.08,527.515,372.29,223.74,0.0,8.0,0.0,19,19,7,0.0,38.34,0.0,1339,0
1,265.141,262.0,272.958,239.61,272.965,262.38,46.64,78.38,130.53,0.0,0.0,0.0,10,6,7,0.0,0.0,0.0,1776,0
1,192.738,170.798,236.871,184.63,229.03,168.78,67.08,42.54,65.49,0.0,0.0,7.43,3,5,2,0.0,0.0,0.0,2260,0
1,302.692,143.313,142.976,14.79,8.41,10.31,96.16,71.11,113.78,0.0,0.0,0.0,8,6,8,719.36,0.0,0.0,536,0
1,377.865,261.078,311.752,25.86,37.74,28.98,308.08,138.64,205.36,0.0,0.0,0.0,13,10,18,366.55,297.92,268.03,257,0
0,252.046,35.235,127.824,54.79,6.26,3.14,144.63,23.48,20.99,0.0,0.0,2.2,9,3,8,221.11,0.0,408.48,492,0
1,326.839,459.141,615.763,170.98,272.965,262.38,202.01,203.66,320.01,0.0,0.0,0.0,19,19,18,0.0,0.0,0.0,616,0
0,2.4,74.4,73.73,0.0,41.21,24.66,2.53,5.49,8.16,0.0,0.0,0.0,4,4,2,0.0,0.0,0.0,935,0
1,274.06,257.44,116.67,32.56,66.94,18.43,428.91,163.43,73.76,7.53,0.0,0.0,6,14,3,209.65,431.72,299.37,1217,0
0,160.043,165.565,174.763,69.74,56.73,57.68,113.61,98.66,91.63,0.0,0.0,0.0,4,4,6,0.0,0.0,0.0,3044,0
1,333.263,415.465,289.428,53.48,46.24,23.76,179.31,221.54,126.93,0.0,0.0,0.0,15,19,10,0.0,0.0,0.0,1418,0
1,795.01625,-0.4,0.0,189.64,10.36,0.0,527.515,3.45,0.0,0.0,0.0,0.0,19,1,3,0.0,0.0,0.0,313,1
1,258.357,373.817,157.733,272.68,194.43,45.34,98.06,146.56,118.71,0.0,0.0,0.0,10,14,7,0.0,206.0,50.58,911,1
1,521.078,701.852,39.184,70.44,153.99,5.48,527.515,513.1300000000001,37.43,0.0,0.0,0.0,19,19,5,0.0,0.0,0.0,448,0
1,42.889,646.362,303.277,0.86,88.31,42.28,67.86,513.1300000000001,504.935,0.0,3.58,0.0,4,13,8,0.0,0.0,0.0,390,0
1,481.441,479.505,579.208,286.1175,272.965,262.38,52.96,94.89,155.84,0.0,0.0,0.0,6,5,6,0.0,0.0,0.0,716,0
0,118.091,28.519,33.414,3.09,1.18,1.69,77.06,10.94,19.26,0.0,0.0,0.0,6,5,2,0.0,0.0,0.0,832,0
0,181.5,131.77,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,5,6,2,0.0,0.0,0.0,509,0
1,361.463,0.0,333.495,8.34,0.0,3.99,527.515,0.0,479.08,0.0,0.0,0.0,11,8,6,103.87,0.0,184.52,181,0
0,168.689,168.616,167.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,0.0,1034.19,1956.0,854,0
1,210.124,309.267,273.77,126.84,272.965,262.38,35.41,111.09,101.81,0.0,0.0,0.0,7,6,5,0.0,0.0,0.0,1178,0
1,273.815,388.869,210.659,286.1175,272.965,221.66,107.69,99.31,88.29,0.0,0.0,0.53,14,19,13,136.01,420.5,126.25,707,0
0,93.976,93.663,103.396,1.01,0.66,0.0,3.06,2.19,0.0,0.0,0.0,0.0,7,8,6,114.06,46.43,196.5,478,0
0,32.724,287.776,3.947,1.58,33.86,0.0,37.14,370.06,0.0,8.53,24.71,0.0,1,10,3,0.0,0.0,0.0,621,0
0,43.93,58.037,39.916,3.91,9.08,6.74,23.18,22.96,15.48,0.0,0.0,0.0,3,6,3,0.0,0.0,0.0,369,0
0,117.83,52.29,57.62,96.29,15.69,6.96,26.53,31.04,48.83,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,1525,0
0,79.77,64.63,0.41,3.9,13.31,0.3,18.11,0.4,6.14,0.0,0.0,0.0,5,3,7,0.0,0.0,0.0,355,0
1,328.526,279.107,0.58,169.93,142.18,0.0,264.59,90.71,0.0,0.0,0.0,0.0,4,5,3,0.0,0.0,0.0,1376,0
0,22.75,43.672,103.777,5.36,7.63,48.28,0.0,13.18,33.89,0.0,0.31,0.0,1,6,8,0.0,0.0,0.0,679,0
1,0.0,702.124,438.707,0.0,119.68,43.16,0.0,513.1300000000001,504.935,0.0,0.73,0.0,2,19,18,0.0,0.0,0.0,289,0
1,389.596,575.595,329.943,28.86,0.0,0.0,121.23,0.0,0.0,0.0,0.0,0.0,6,7,5,673.59,1809.25,1431.98,735,0
1,271.021,343.281,362.799,34.08,35.08,55.81,314.79,513.1300000000001,429.23,0.0,0.0,1.68,12,13,18,0.0,0.0,0.0,1368,0
1,194.063,193.716,319.065,17.01,35.79,61.68,163.33,162.86,270.29,0.0,0.0,6.13,9,11,12,0.0,0.0,0.0,3087,0
0,169.413,58.399,294.301,0.75,0.0,7.46,28.49,1.36,123.89,0.0,0.0,0.0,9,3,6,51.59,0.0,381.49,705,0
0,5.25,0.0,384.366,0.0,0.0,262.38,0.0,0.0,385.33,0.0,0.0,12.34,2,3,9,0.0,0.0,0.0,292,0
1,475.087,504.331,559.62,102.56,75.28,31.39,527.515,513.1300000000001,504.935,0.15,11.65,12.38,8,5,9,0.0,0.0,38.95,2289,0
0,104.319,19.87,37.473,5.76,0.0,5.51,142.93,5.15,29.01,0.0,0.8,0.0,3,3,4,0.0,0.0,0.0,183,0
1,795.01625,490.889,573.568,286.1175,272.965,262.38,334.53,326.84,336.14,0.0,0.3,0.0,11,6,8,0.0,0.0,0.0,311,0
0,11.895,41.918,156.878,0.0,4.98,61.78,2.36,38.64,284.83,0.0,0.0,0.0,3,3,6,0.0,0.0,0.0,229,0
0,51.984,227.179,190.803,26.09,77.19,262.38,0.46,20.93,66.34,0.0,0.0,0.0,2,9,7,0.0,0.0,0.0,811,0
0,175.921,48.607,188.578,1.0,3.81,31.84,173.51,14.44,110.06,0.0,0.0,0.0,4,3,9,0.0,0.0,95.1,1687,0
0,137.23,0.2,43.055,45.64,0.0,4.85,18.69,0.0,33.74,0.0,0.0,0.0,5,1,2,518.04,0.0,0.0,236,0
1,356.955,205.61,236.41,91.34,35.28,105.51,175.34,211.91,185.13,0.0,17.91,0.0,5,3,2,0.02,0.0,0.0,230,0
1,128.181,197.05,372.2,47.59,73.18,100.33,114.43,134.41,147.66,0.0,0.0,1.13,1,1,1,0.0,0.0,0.0,867,0
1,678.796,509.88,491.65,286.1175,97.78,262.38,307.93,161.99,162.73,0.85,1.83,0.0,13,11,10,570.39,281.48,306.23,2719,0
1,441.69,71.094,66.315,16.39,0.0,0.46,520.99,117.54,39.03,0.0,0.0,0.0,16,3,6,0.0,0.0,0.0,748,0
1,419.355,498.896,472.347,3.69,10.88,10.73,171.68,205.28,128.46,0.0,0.0,0.0,10,11,11,342.52,319.65,612.41,3140,0
0,35.567,25.85,97.506,13.18,17.59,40.66,18.54,36.38,92.06,0.0,0.0,0.0,3,3,8,0.0,0.0,0.0,248,0
0,191.446,106.85,0.0,286.1175,18.33,0.0,36.49,12.41,0.0,0.0,0.0,0.0,10,6,2,197.14,162.84,0.0,1575,0
1,555.705,225.572,486.794,0.0,3.4,6.46,295.36,38.68,162.46,1.93,1.51,4.1,19,11,17,0.0,0.0,1080.34,2232,0
0,59.374,159.379,129.78,0.73,0.0,0.23,63.71,172.96,121.14,0.0,0.0,0.0,3,5,5,0.0,0.0,0.0,997,0
0,9.104,302.704,0.0,0.5,0.0,0.0,16.84,0.0,0.0,13.13,0.0,0.0,2,5,1,0.0,1349.05,0.0,184,0
1,412.134,270.644,131.732,0.66,1.21,0.95,215.73,60.29,49.99,2.5,3.46,0.0,19,19,4,623.36,931.74,110.02,432,0
1,229.322,420.62,135.402,133.48,215.28,113.58,460.03,320.88,319.08,0.0,0.3,0.0,1,3,2,0.0,0.0,0.0,2870,0
1,281.055,586.952,276.576,11.63,4.61,13.21,21.53,15.06,35.39,0.0,0.0,0.0,15,9,10,2274.5,3138.57,1663.87,2251,0
1,211.13,429.816,110.86,2.21,13.96,12.98,67.03,157.71,90.08,0.0,0.0,0.0,7,4,5,702.09,630.86,0.0,824,0
1,412.352,379.264,271.788,58.49,74.31,47.96,244.46,217.31,182.96,0.0,0.0,0.0,6,3,3,0.0,0.0,0.0,3437,0
1,334.792,388.904,264.834,11.21,21.08,43.93,320.44,366.99,471.84,0.0,0.0,0.0,5,5,4,0.0,0.0,0.0,603,0
1,46.353,0.0,536.725,47.78,0.0,262.38,33.28,0.0,504.935,0.0,0.0,16.18,2,2,11,0.0,0.0,0.0,195,0
1,275.271,486.597,561.69,286.1175,272.965,262.38,4.21,34.56,39.43,0.0,0.0,0.0,9,11,8,2456.81,1391.51,1845.83,836,0
0,162.521,-1.5,195.018,286.1175,0.0,76.14,18.64,0.0,126.51,0.46,0.0,4.01,9,2,10,0.0,0.0,0.0,636,0
0,95.087,125.175,14.585,39.66,54.33,0.0,76.31,67.63,0.66,0.2,0.0,0.0,7,10,6,0.0,0.0,0.0,391,0
1,795.01625,668.045,799.2919999999999,191.71,239.31,262.38,527.515,498.94,504.935,0.0,0.0,0.0,9,6,8,298.79,188.39,98.62,2017,0
0,210.934,155.862,164.725,71.16,48.24,68.93,175.98,84.13,173.79,0.0,0.0,0.0,5,6,3,0.0,0.0,0.0,1371,0
1,153.12,215.444,267.742,58.81,272.965,262.38,72.26,115.39,46.68,0.0,0.0,0.0,4,6,7,0.0,0.0,0.0,709,0
1,233.303,280.312,258.246,145.71,110.59,164.49,143.84,202.34,161.59,0.0,0.0,0.0,5,4,3,0.0,0.0,0.0,2734,0
1,334.209,308.71,329.842,165.33,197.79,132.34,181.38,198.33,168.28,1.3,5.71,0.0,7,4,3,0.0,0.0,0.0,1092,0
0,190.699,180.272,126.506,12.73,45.71,40.44,145.74,142.76,81.01,0.0,5.93,0.0,4,3,2,0.0,0.0,0.0,490,0
1,393.581,148.846,331.13,84.63,3.74,2.44,69.51,1.66,4.99,0.0,0.0,0.0,4,4,5,284.7,771.34,630.43,2707,0
1,723.476,223.447,499.687,286.1175,2.38,43.49,152.03,0.0,1.08,0.0,0.0,0.0,15,6,7,771.7,1578.94,2286.48,898,0
1,254.593,239.9,319.452,78.69,28.81,25.34,353.41,466.94,467.11,0.0,1.45,0.0,2,5,2,0.0,0.0,0.0,3149,0
1,377.79,273.096,309.483,41.83,37.38,35.13,300.41,209.99,262.01,0.0,0.0,0.0,19,19,18,0.0,0.0,0.0,493,0
0,34.863,80.254,46.35,0.0,0.63,0.63,26.24,34.13,33.44,0.0,0.0,0.0,2,6,4,0.0,0.0,0.0,1197,0
0,403.5,88.65,0.0,0.0,0.0,0.0,26.61,11.5,0.0,21.63,0.0,0.0,5,1,0,0.0,0.0,0.0,1530,1
1,306.024,123.255,219.879,286.1175,186.96,224.99,54.86,44.78,69.86,0.0,0.0,0.0,5,4,4,0.0,0.0,0.0,2591,0
1,327.688,414.43,131.466,286.1175,272.965,79.88,100.08,216.63,43.18,0.0,0.0,0.38,7,7,3,0.0,0.0,0.0,1836,0
0,157.163,-4.309,90.2,138.46,1.09,29.76,116.16,0.01,67.64,0.0,0.0,0.0,3,1,1,0.0,0.0,0.0,493,0
0,145.145,115.653,92.242,88.03,38.21,28.16,98.34,74.83,20.19,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,725,0
1,577.786,790.6380000000001,799.2919999999999,83.74,44.03,67.26,294.61,314.54,504.935,2.55,1.71,0.13,5,6,5,1006.44,1890.01,733.94,1571,0
0,183.93,35.49,21.816,7.93,0.28,1.45,144.13,22.04,26.04,0.0,0.0,0.0,2,3,2,0.0,0.0,0.0,2054,0
1,189.253,433.592,0.0,14.54,99.43,0.0,471.89,513.1300000000001,0.0,0.0,2.5,0.0,5,5,3,0.0,0.0,0.0,1052,0
0,187.419,130.414,202.395,31.44,63.96,64.88,217.38,240.41,242.23,0.0,0.0,0.0,4,5,4,0.0,0.0,0.0,1502,0
1,235.87,240.0,768.136,21.59,14.94,15.08,77.48,83.11,67.49,0.0,0.0,0.0,5,2,3,56.86,0.0,34.88,3485,0
1,177.918,399.944,549.304,23.34,60.71,21.74,52.23,139.54,167.51,0.0,1.25,0.0,8,9,18,78.71,372.68,351.74,653,0
0,99.062,163.294,99.406,62.99,101.99,51.96,77.86,90.19,69.46,0.0,3.89,0.93,6,3,2,0.0,0.0,0.0,1820,0
1,479.942,273.275,469.78,286.1175,241.71,262.38,186.41,235.64,392.88,0.0,0.0,0.0,7,3,4,0.0,0.0,0.0,2962,0
0,220.248,54.286,174.0,15.16,9.93,10.06,40.99,14.86,14.23,0.0,0.0,0.0,16,5,11,25.33,0.0,0.0,252,0
0,14.99,1.82,127.334,0.91,0.0,0.0,20.78,27.58,16.91,0.0,0.0,0.0,4,4,7,0.0,0.0,452.18,2353,0
0,140.401,72.766,108.387,18.66,10.99,13.46,126.26,80.16,78.33,0.0,0.0,0.0,3,2,1,0.0,0.0,0.0,1874,0
1,378.847,322.233,473.958,286.1175,272.965,262.38,23.36,63.03,112.96,0.0,0.71,12.3,7,11,9,0.0,0.0,0.0,628,0
0,173.36,213.723,154.071,78.09,106.04,50.89,10.39,18.59,23.84,0.0,2.61,0.0,6,8,7,0.0,0.0,0.0,1139,0
1,341.168,249.078,442.622,122.19,40.74,132.28,293.63,278.71,399.96,0.0,0.0,0.0,8,4,4,0.0,0.0,0.0,2129,0
0,71.83,43.659,253.42,10.43,6.18,13.59,14.39,20.61,42.71,1.26,1.2,0.0,5,3,9,0.0,0.0,377.57,827,0
0,107.484,75.746,129.08,3.49,3.81,6.96,77.76,35.13,32.34,0.0,0.0,0.0,5,3,10,0.0,0.0,16.95,2200,0
1,395.308,593.239,615.605,11.34,43.71,65.34,353.01,513.1300000000001,504.935,3.06,15.61,3.01,15,19,16,0.0,208.08,18.66,3530,0
1,341.217,293.068,261.13,217.24,121.48,69.08,119.19,227.64,235.76,0.0,1.78,0.0,4,5,2,0.0,0.0,0.0,1519,0
1,595.516,534.903,578.45,135.56,94.36,89.84,417.76,363.89,468.18,0.0,0.16,3.69,15,12,10,0.0,746.19,1016.41,732,0
1,279.224,702.844,539.551,121.01,169.83,247.63,222.39,335.68,504.935,0.0,27.24,27.21,9,18,11,762.64,1526.35,363.82,1255,0
1,650.388,586.005,642.651,66.96,60.04,69.23,527.515,513.1300000000001,504.935,0.0,0.0,0.0,12,11,16,180.41,129.57,256.47,2116,0
